Item number,Title,Variation details,Custom label (SKU),Available quantity,Format,Currency,Start price,Auction Buy It Now price,Reserve price,Current price,Sold quantity,Views (future),Watchers,Bids,Start date,End date,eBay category 1 name,eBay category 1 number,eBay category 2 name,eBay category 2 number,Condition,eBay Product ID(ePID),Listing site,P:UPC,P:EAN,P:ISBN
"403941935205",2Pcs Fashion Toddler Baby Boys Girl Fall Clothes Sets Baby Girl Clothing Set,Color=Pink|Sizes=24M,,"10","FIXED_PRICE","USD",21.99,,,,"0",,,,"Oct-15-22 16:25:51 PDT","Jun-15-23 16:25:51 PDT","Outfits & Sets","260024","","","NEW","","US","","",""
"403941935205",2Pcs Fashion Toddler Baby Boys Girl Fall Clothes Sets Baby Girl Clothing Set,Color=Gray|Sizes=6M,,"10","FIXED_PRICE","USD",18.99,,,,"0",,,,"Oct-15-22 16:25:51 PDT","Jun-15-23 16:25:51 PDT","Outfits & Sets","260024","","","NEW","","US","","",""
"403941935205",2Pcs Fashion Toddler Baby Boys Girl Fall Clothes Sets Baby Girl Clothing Set,Color=Gray|Sizes=9M,,"10","FIXED_PRICE","USD",19.99,,,,"0",,,,"Oct-15-22 16:25:51 PDT","Jun-15-23 16:25:51 PDT","Outfits & Sets","260024","","","NEW","","US","","",""
"403941935205",2Pcs Fashion Toddler Baby Boys Girl Fall Clothes Sets Baby Girl Clothing Set,Color=Gray|Sizes=12M,,"10","FIXED_PRICE","USD",20.99,,,,"0",,,,"Oct-15-22 16:25:51 PDT","Jun-15-23 16:25:51 PDT","Outfits & Sets","260024","","","NEW","","US","","",""
"403941935205",2Pcs Fashion Toddler Baby Boys Girl Fall Clothes Sets Baby Girl Clothing Set,Color=Gray|Sizes=24M,,"10","FIXED_PRICE","USD",21.99,,,,"0",,,,"Oct-15-22 16:25:51 PDT","Jun-15-23 16:25:51 PDT","Outfits & Sets","260024","","","NEW","","US","","",""
"403941935205",2Pcs Fashion Toddler Baby Boys Girl Fall Clothes Sets Baby Girl Clothing Set,Color=Yellow|Sizes=6M,,"10","FIXED_PRICE","USD",18.99,,,,"0",,,,"Oct-15-22 16:25:51 PDT","Jun-15-23 16:25:51 PDT","Outfits & Sets","260024","","","NEW","","US","","",""
"403941935205",2Pcs Fashion Toddler Baby Boys Girl Fall Clothes Sets Baby Girl Clothing Set,Color=Yellow|Sizes=9M,,"10","FIXED_PRICE","USD",19.99,,,,"0",,,,"Oct-15-22 16:25:51 PDT","Jun-15-23 16:25:51 PDT","Outfits & Sets","260024","","","NEW","","US","","",""
"403941935205",2Pcs Fashion Toddler Baby Boys Girl Fall Clothes Sets Baby Girl Clothing Set,Color=Yellow|Sizes=12M,,"10","FIXED_PRICE","USD",20.99,,,,"0",,,,"Oct-15-22 16:25:51 PDT","Jun-15-23 16:25:51 PDT","Outfits & Sets","260024","","","NEW","","US","","",""
"403941935205",2Pcs Fashion Toddler Baby Boys Girl Fall Clothes Sets Baby Girl Clothing Set,Color=Yellow|Sizes=24M,,"10","FIXED_PRICE","USD",21.99,,,,"0",,,,"Oct-15-22 16:25:51 PDT","Jun-15-23 16:25:51 PDT","Outfits & Sets","260024","","","NEW","","US","","",""
"403947101103",Black Kitchen Faucet Swivel Single Handle Sink Pull Down Sprayer Mixer Tap,Color=Black;Silver,,"19","FIXED_PRICE","USD",65.94,,,65.94,"1","","1","","Oct-18-22 11:08:18 PDT","Jun-18-23 11:08:18 PDT","Other Home Plumbing & Fixtures","3191","","","NEW","","US","","",""
"403947101103",Black Kitchen Faucet Swivel Single Handle Sink Pull Down Sprayer Mixer Tap,Color=Black,,"9","FIXED_PRICE","USD",65.94,,,,"1",,,,"Oct-18-22 11:08:18 PDT","Jun-18-23 11:08:18 PDT","Other Home Plumbing & Fixtures","3191","","","NEW","","US","","",""
"403947101103",Black Kitchen Faucet Swivel Single Handle Sink Pull Down Sprayer Mixer Tap,Color=Silver,,"10","FIXED_PRICE","USD",65.94,,,,"0",,,,"Oct-18-22 11:08:18 PDT","Jun-18-23 11:08:18 PDT","Other Home Plumbing & Fixtures","3191","","","NEW","","US","","",""
"403960513769",110V 60W Electric Soldering Iron Gun Tool Kit Welding Desoldering Pump Tools Set,Model=110v - US Plug;220v - EU Plug,,"20","FIXED_PRICE","USD",31.98,,,31.98,"0","","1","","Oct-25-22 15:26:22 PDT","Jun-25-23 15:26:22 PDT","Welding & Soldering Tools","46413","","","NEW","","US","","",""
"403960513769",110V 60W Electric Soldering Iron Gun Tool Kit Welding Desoldering Pump Tools Set,Model=110v - US Plug,,"10","FIXED_PRICE","USD",31.98,,,,"0",,,,"Oct-25-22 15:26:22 PDT","Jun-25-23 15:26:22 PDT","Welding & Soldering Tools","46413","","","NEW","","US","","",""
"403960513769",110V 60W Electric Soldering Iron Gun Tool Kit Welding Desoldering Pump Tools Set,Model=220v - EU Plug,,"10","FIXED_PRICE","USD",31.98,,,,"0",,,,"Oct-25-22 15:26:22 PDT","Jun-25-23 15:26:22 PDT","Welding & Soldering Tools","46413","","","NEW","","US","","",""
"403970378760",ANENG XL830L Digital Multimeter AC DC Voltmeter Ammeter Ohmmeter Volt Tester,,,"10","FIXED_PRICE","USD",13.98,,,13.98,"0","","0","","Oct-31-22 21:11:06 PDT","Jun-30-23 21:11:06 PDT","Multimeters","58277","","","NEW","","US","","",""
"403970378761",Digital Multimeter Tester AC DC Volt Ohm Amp Clamp Meter Auto Range LCD Handheld,,,"10","FIXED_PRICE","USD",22.98,,,22.98,"0","","0","","Oct-31-22 21:11:06 PDT","Jun-30-23 21:11:06 PDT","Multimeters","58277","","","NEW","","US","","",""
"403970425458",Sur-Ron Extended Foot Peg Kit Upgraded CNC Foot Pegs For Sur Ron Lightbee Segway,,,"9","FIXED_PRICE","USD",126.98,,,126.98,"1","","2","","Oct-31-22 21:59:21 PDT","Jun-30-23 21:59:21 PDT","Footrests, Foot Pegs & Pedal Pads","177990","","","NEW","","US","","",""
"403973486287",Smart Digital Laser Tape Measure 100ft/30m Smart Tape Measure Distance Meter,,,"10","FIXED_PRICE","USD",56.99,,,56.99,"0","","0","","Nov-02-22 13:34:15 PDT","Jul-02-23 13:34:15 PDT","Laser Measuring Tools","126396","","","NEW","","US","","",""
"403973528225",900Miles Green Laser Pointer Pen 532nm Rechargeable 1mw Lazer Battery & Charger,,,"10","FIXED_PRICE","USD",18.98,,,18.98,"0","","0","","Nov-02-22 14:13:34 PDT","Jul-02-23 14:13:34 PDT","Laser Pointers","14954","","","NEW","","US","","",""
"403973567571","Black Kitchen Square Cabinet Handles Drawer Pull Knobs Stainless Steel 12mm 1/2""",Size (Hole to Hole)=224mm (8.8in);Single Hole 50mm;160mm (6.25in);76mm (3in);192mm (7.5in);256mm (10in);64mm (2.5in);96mm (3.75in);128mm (5in),,"90","FIXED_PRICE","USD",7.98,,,7.98,"3","","5","","Nov-02-22 14:54:54 PDT","Jul-02-23 14:54:54 PDT","Cabinet Pulls","259156","","","NEW","","US","313027166179","0313027166179","Does not apply"
"403973567571","Black Kitchen Square Cabinet Handles Drawer Pull Knobs Stainless Steel 12mm 1/2""",Size (Hole to Hole)=Single Hole 50mm,2251832824423051_193,"10","FIXED_PRICE","USD",7.98,,,,"0",,,,"Nov-02-22 14:54:54 PDT","Jul-02-23 14:54:54 PDT","Cabinet Pulls","259156","","","NEW","","US","313027166179","0313027166179","Does not apply"
"403973567571","Black Kitchen Square Cabinet Handles Drawer Pull Knobs Stainless Steel 12mm 1/2""",Size (Hole to Hole)=64mm (2.5in),2251832824423051_29,"10","FIXED_PRICE","USD",8.98,,,,"3",,,,"Nov-02-22 14:54:54 PDT","Jul-02-23 14:54:54 PDT","Cabinet Pulls","259156","","","NEW","","US","705353773778","0705353773778","Does not apply"
"403973567571","Black Kitchen Square Cabinet Handles Drawer Pull Knobs Stainless Steel 12mm 1/2""",Size (Hole to Hole)=76mm (3in),2251832824423051_350853,"10","FIXED_PRICE","USD",8.98,,,,"0",,,,"Nov-02-22 14:54:54 PDT","Jul-02-23 14:54:54 PDT","Cabinet Pulls","259156","","","NEW","","US","313094733700","0313094733700","Does not apply"
"403973567571","Black Kitchen Square Cabinet Handles Drawer Pull Knobs Stainless Steel 12mm 1/2""",Size (Hole to Hole)=96mm (3.75in),2251832824423051_618,"10","FIXED_PRICE","USD",8.98,,,,"0",,,,"Nov-02-22 14:54:54 PDT","Jul-02-23 14:54:54 PDT","Cabinet Pulls","259156","","","NEW","","US","313103184165","0313103184165","Does not apply"
"403973567571","Black Kitchen Square Cabinet Handles Drawer Pull Knobs Stainless Steel 12mm 1/2""",Size (Hole to Hole)=128mm (5in),2251832824423051_366,"10","FIXED_PRICE","USD",8.98,,,,"0",,,,"Nov-02-22 14:54:54 PDT","Jul-02-23 14:54:54 PDT","Cabinet Pulls","259156","","","NEW","","US","7445003175134","07445003175134","Does not apply"
"403973567571","Black Kitchen Square Cabinet Handles Drawer Pull Knobs Stainless Steel 12mm 1/2""",Size (Hole to Hole)=160mm (6.25in),2251832824423051_173,"10","FIXED_PRICE","USD",9.98,,,,"0",,,,"Nov-02-22 14:54:54 PDT","Jul-02-23 14:54:54 PDT","Cabinet Pulls","259156","","","NEW","","US","313095158120","0313095158120","Does not apply"
"403973567571","Black Kitchen Square Cabinet Handles Drawer Pull Knobs Stainless Steel 12mm 1/2""",Size (Hole to Hole)=192mm (7.5in),2251832824423051_10,"10","FIXED_PRICE","USD",9.98,,,,"0",,,,"Nov-02-22 14:54:54 PDT","Jul-02-23 14:54:54 PDT","Cabinet Pulls","259156","","","NEW","","US","726084812727","0726084812727","Does not apply"
"403973567571","Black Kitchen Square Cabinet Handles Drawer Pull Knobs Stainless Steel 12mm 1/2""",Size (Hole to Hole)=224mm (8.8in),2251832824423051_175,"10","FIXED_PRICE","USD",9.98,,,,"0",,,,"Nov-02-22 14:54:54 PDT","Jul-02-23 14:54:54 PDT","Cabinet Pulls","259156","","","NEW","","US","313037056019","0313037056019","Does not apply"
"403973567571","Black Kitchen Square Cabinet Handles Drawer Pull Knobs Stainless Steel 12mm 1/2""",Size (Hole to Hole)=256mm (10in),2251832824423051_1052,"10","FIXED_PRICE","USD",9.98,,,,"0",,,,"Nov-02-22 14:54:54 PDT","Jul-02-23 14:54:54 PDT","Cabinet Pulls","259156","","","NEW","","US","7445017827869","07445017827869","Does not apply"
"403976630412",3'' Inch 40W LED Cube Pods Ditch Lights Spot Work Light Bar Square Fog Light,Types=1x Light;2x Light Set,,"20","FIXED_PRICE","USD",32.98,,,32.98,"4","","1","","Nov-04-22 09:42:27 PDT","Jul-04-23 09:42:27 PDT","Light Bulbs & LEDs","172517","","","NEW","","US","","",""
"403976630412",3'' Inch 40W LED Cube Pods Ditch Lights Spot Work Light Bar Square Fog Light,Types=1x Light,,"10","FIXED_PRICE","USD",32.98,,,,"0",,,,"Nov-04-22 09:42:27 PDT","Jul-04-23 09:42:27 PDT","Light Bulbs & LEDs","172517","","","NEW","","US","","",""
"403976630412",3'' Inch 40W LED Cube Pods Ditch Lights Spot Work Light Bar Square Fog Light,Types=2x Light Set,,"10","FIXED_PRICE","USD",52.98,,,,"4",,,,"Nov-04-22 09:42:27 PDT","Jul-04-23 09:42:27 PDT","Light Bulbs & LEDs","172517","","","NEW","","US","","",""
"403984120203",6000K White COB Motorcycle LED Headlight H1 H4 H7 H11 Universal Motorcycle ATV,Connector=H1;H4;H7;H11,,"40","FIXED_PRICE","USD",14.99,,,14.99,"1","","0","","Nov-08-22 14:05:58 PST","Jun-08-23 14:05:58 PDT","Light Bulbs & LEDs","178019","","","NEW","","US","","",""
"403984120203",6000K White COB Motorcycle LED Headlight H1 H4 H7 H11 Universal Motorcycle ATV,Connector=H1,,"10","FIXED_PRICE","USD",14.99,,,,"0",,,,"Nov-08-22 14:05:58 PST","Jun-08-23 14:05:58 PDT","Light Bulbs & LEDs","178019","","","NEW","","US","","",""
"403984120203",6000K White COB Motorcycle LED Headlight H1 H4 H7 H11 Universal Motorcycle ATV,Connector=H4,,"10","FIXED_PRICE","USD",14.99,,,,"1",,,,"Nov-08-22 14:05:58 PST","Jun-08-23 14:05:58 PDT","Light Bulbs & LEDs","178019","","","NEW","","US","","",""
"403984120203",6000K White COB Motorcycle LED Headlight H1 H4 H7 H11 Universal Motorcycle ATV,Connector=H7,,"10","FIXED_PRICE","USD",14.99,,,,"0",,,,"Nov-08-22 14:05:58 PST","Jun-08-23 14:05:58 PDT","Light Bulbs & LEDs","178019","","","NEW","","US","","",""
"403984120203",6000K White COB Motorcycle LED Headlight H1 H4 H7 H11 Universal Motorcycle ATV,Connector=H11,,"10","FIXED_PRICE","USD",14.99,,,,"0",,,,"Nov-08-22 14:05:58 PST","Jun-08-23 14:05:58 PDT","Light Bulbs & LEDs","178019","","","NEW","","US","","",""
"404007807730","Handheld RGB Stick Fill Light 20"" CRI 95+ 2500K-9000K Photography Studio Light",,,"10","FIXED_PRICE","USD",61.98,,,61.98,"2","","5","","Nov-20-22 17:06:03 PST","Jun-20-23 17:06:03 PDT","Camera & Camcorder Lights","43440","","","NEW","","US","","",""
"404007826352",Magnetic Action Camera Quick Release Bracket For GoPro Hero 11 10 9 8,,,"10","FIXED_PRICE","USD",34.99,,,34.99,"0","","1","","Nov-20-22 17:19:20 PST","Jun-20-23 17:19:20 PDT","Other Camera & Photo Accs","162480","","","NEW","","US","","",""
"404008169790",Mini Portable Coffee Bean Grinder Professional Ceramic Grinding Core USB Grinder,,,"10","FIXED_PRICE","USD",37.98,,,37.98,"0","","0","","Nov-20-22 21:40:26 PST","Jun-20-23 21:40:26 PDT","Coffee Grinders","32882","","","NEW","","US","","",""
"404008175850",Electric Milk Frother Portable Home Foamer Milk Frother Coffee Foam Maker,,,"10","FIXED_PRICE","USD",19.98,,,19.98,"5","","14","","Nov-20-22 21:42:17 PST","Jun-20-23 21:42:17 PDT","Milk Frothers","171754","","","NEW","","US","313104162148","",""
"404008175851",Complete Pour-Over Coffee Kit Pour-Over Coffee Set Kettle Grinder Scale,,,"10","FIXED_PRICE","USD",103.98,,,103.98,"0","","4","","Nov-20-22 21:42:17 PST","Jun-20-23 21:42:17 PDT","Filter Coffee Machines","184665","","","NEW","","US","","",""
"404008226957",380ml Mini Blender Portable Juicer Cup USB Rechargeable Fruit Smoothies Mixer US,Color=Green;Pink;Blue;Purple,,"40","FIXED_PRICE","USD",20.98,,,20.98,"39","","48","","Nov-20-22 22:27:49 PST","Jun-20-23 22:27:49 PDT","Handheld Blenders","184667","","","NEW","","US","7445010189117","07445010189117","Does not apply"
"404008226957",380ml Mini Blender Portable Juicer Cup USB Rechargeable Fruit Smoothies Mixer US,Color=Purple,85998871-37f0-4fb2-9a7e-8b35ab95fa19,"10","FIXED_PRICE","USD",20.98,,,,"9",,,,"Nov-20-22 22:27:49 PST","Jun-20-23 22:27:49 PDT","Handheld Blenders","184667","","","NEW","","US","7445010189117","07445010189117","Does not apply"
"404008226957",380ml Mini Blender Portable Juicer Cup USB Rechargeable Fruit Smoothies Mixer US,Color=Pink,2de62c4c-d457-4fdc-8dd6-4fe8d6dfc033,"10","FIXED_PRICE","USD",20.98,,,,"7",,,,"Nov-20-22 22:27:49 PST","Jun-20-23 22:27:49 PDT","Handheld Blenders","184667","","","NEW","","US","7445031633699","07445031633699","Does not apply"
"404008226957",380ml Mini Blender Portable Juicer Cup USB Rechargeable Fruit Smoothies Mixer US,Color=Green,590ca6d1-0dcb-47e9-a8ef-92d0328c8112,"10","FIXED_PRICE","USD",20.98,,,,"12",,,,"Nov-20-22 22:27:49 PST","Jun-20-23 22:27:49 PDT","Handheld Blenders","184667","","","NEW","","US","7445032873858","07445032873858","Does not apply"
"404008226957",380ml Mini Blender Portable Juicer Cup USB Rechargeable Fruit Smoothies Mixer US,Color=Blue,b4fa1c91-79cf-4633-99fd-7d8da7b6a043,"10","FIXED_PRICE","USD",20.98,,,,"11",,,,"Nov-20-22 22:27:49 PST","Jun-20-23 22:27:49 PDT","Handheld Blenders","184667","","","NEW","","US","7445025710719","07445025710719","Does not apply"
"404008242187",Portable Electric Juicer Blender USB Rechargeable Handheld Mini Blender,Color=White;Pink,,"20","FIXED_PRICE","USD",39.98,,,39.98,"2","","3","","Nov-20-22 22:45:45 PST","Jun-20-23 22:45:45 PDT","Handheld Blenders","184667","","","NEW","","US","313046852848","0313046852848","Does not apply"
"404008242187",Portable Electric Juicer Blender USB Rechargeable Handheld Mini Blender,Color=Pink,a7a41182-3c3d-47a9-88de-909e65c54e6b,"10","FIXED_PRICE","USD",39.98,,,,"0",,,,"Nov-20-22 22:45:45 PST","Jun-20-23 22:45:45 PDT","Handheld Blenders","184667","","","NEW","","US","313046852848","0313046852848","Does not apply"
"404008242187",Portable Electric Juicer Blender USB Rechargeable Handheld Mini Blender,Color=White,4afd34dd-2bcc-4957-91db-558c692b1e53,"10","FIXED_PRICE","USD",39.98,,,,"2",,,,"Nov-20-22 22:45:45 PST","Jun-20-23 22:45:45 PDT","Handheld Blenders","184667","","","NEW","","US","313046852848","0313046852848","Does not apply"
"404082995239",Silicone Kitchen Utensils Set Wooden Handles Spatula Set Cooking Utensils,Color=11Pcs  Grey;11Pcs  Grey Bucket;11Pcs  Pink;11Pcs  Red Bucket;11Pcs  Black;11Pcs  Green;11Pcs  Green Bucket;11Pcs  Red;11Pcs  Black Bucket;5 Set Red;11Pcs  Pink Bucket,d67a9fc0-ea6b-4d17-a1a0-5a1395410d6e,"110","FIXED_PRICE","USD",34.98,,,34.98,"0","","0","","Dec-30-22 17:26:55 PST","Jun-30-23 17:26:55 PDT","Cooking Utensils","20649","","","NEW","","US","711181328707","0711181328707","Does not apply"
"404082995239",Silicone Kitchen Utensils Set Wooden Handles Spatula Set Cooking Utensils,Color=11Pcs  Green,d67a9fc0-ea6b-4d17-a1a0-5a1395410d6e,"10","FIXED_PRICE","USD",34.98,,,,"0",,,,"Dec-30-22 17:26:55 PST","Jun-30-23 17:26:55 PDT","Cooking Utensils","20649","","","NEW","","US","711181328707","0711181328707","Does not apply"
"404082995239",Silicone Kitchen Utensils Set Wooden Handles Spatula Set Cooking Utensils,Color=11Pcs  Black,1e095305-be67-4c43-8b7f-a8753dec0498,"10","FIXED_PRICE","USD",34.98,,,,"0",,,,"Dec-30-22 17:26:55 PST","Jun-30-23 17:26:55 PDT","Cooking Utensils","20649","","","NEW","","US","711181328707","0711181328707","Does not apply"
"404082995239",Silicone Kitchen Utensils Set Wooden Handles Spatula Set Cooking Utensils,Color=11Pcs  Grey,667da651-129f-4345-b453-26b261a4373c,"10","FIXED_PRICE","USD",37.98,,,,"0",,,,"Dec-30-22 17:26:55 PST","Jun-30-23 17:26:55 PDT","Cooking Utensils","20649","","","NEW","","US","711181328707","0711181328707","Does not apply"
"404082995239",Silicone Kitchen Utensils Set Wooden Handles Spatula Set Cooking Utensils,Color=11Pcs  Pink,cefa5a44-6ace-4740-953a-b73e8dbb4765,"10","FIXED_PRICE","USD",34.98,,,,"0",,,,"Dec-30-22 17:26:55 PST","Jun-30-23 17:26:55 PDT","Cooking Utensils","20649","","","NEW","","US","711181328707","0711181328707","Does not apply"
"404082995239",Silicone Kitchen Utensils Set Wooden Handles Spatula Set Cooking Utensils,Color=11Pcs  Grey Bucket,7bc93eaa-818a-4fbb-8c0a-273861141dad,"10","FIXED_PRICE","USD",37.98,,,,"0",,,,"Dec-30-22 17:26:55 PST","Jun-30-23 17:26:55 PDT","Cooking Utensils","20649","","","NEW","","US","711181328707","0711181328707","Does not apply"
"404082995239",Silicone Kitchen Utensils Set Wooden Handles Spatula Set Cooking Utensils,Color=5 Set Red,cc015101-6290-4681-8e83-160959092259,"10","FIXED_PRICE","USD",16.98,,,,"0",,,,"Dec-30-22 17:26:55 PST","Jun-30-23 17:26:55 PDT","Cooking Utensils","20649","","","NEW","","US","711181328707","0711181328707","Does not apply"
"404082995239",Silicone Kitchen Utensils Set Wooden Handles Spatula Set Cooking Utensils,Color=11Pcs  Pink Bucket,3577aa47-0130-415a-bc66-35d5fa9dfe36,"10","FIXED_PRICE","USD",37.98,,,,"0",,,,"Dec-30-22 17:26:55 PST","Jun-30-23 17:26:55 PDT","Cooking Utensils","20649","","","NEW","","US","711181328707","0711181328707","Does not apply"
"404082995239",Silicone Kitchen Utensils Set Wooden Handles Spatula Set Cooking Utensils,Color=11Pcs  Red Bucket,83a85ae7-0974-4f15-ba05-2bd77b731a51,"10","FIXED_PRICE","USD",37.98,,,,"0",,,,"Dec-30-22 17:26:55 PST","Jun-30-23 17:26:55 PDT","Cooking Utensils","20649","","","NEW","","US","711181328707","0711181328707","Does not apply"
"404082995239",Silicone Kitchen Utensils Set Wooden Handles Spatula Set Cooking Utensils,Color=11Pcs  Green Bucket,c9948f07-b7b4-45e3-b4d4-7e1586534086,"10","FIXED_PRICE","USD",37.98,,,,"0",,,,"Dec-30-22 17:26:55 PST","Jun-30-23 17:26:55 PDT","Cooking Utensils","20649","","","NEW","","US","711181328707","0711181328707","Does not apply"
"404082995239",Silicone Kitchen Utensils Set Wooden Handles Spatula Set Cooking Utensils,Color=11Pcs  Black Bucket,6cc60f2e-6c6b-4c08-9222-14d5a5964caa,"10","FIXED_PRICE","USD",37.98,,,,"0",,,,"Dec-30-22 17:26:55 PST","Jun-30-23 17:26:55 PDT","Cooking Utensils","20649","","","NEW","","US","711181328707","0711181328707","Does not apply"
"404082995239",Silicone Kitchen Utensils Set Wooden Handles Spatula Set Cooking Utensils,Color=11Pcs  Red,b986762b-a669-481e-8882-7d686d6a1932,"10","FIXED_PRICE","USD",34.98,,,,"0",,,,"Dec-30-22 17:26:55 PST","Jun-30-23 17:26:55 PDT","Cooking Utensils","20649","","","NEW","","US","711181328707","0711181328707","Does not apply"
"404088982175",3L Cat Water Fountain Auto Recirculate Filtering Cat USB Water Dispenser,Color=White;Black;6pcs|Volume=3L|Size=USB,None,"20","FIXED_PRICE","USD",40.98,,,40.98,"0","","0","","Jan-03-23 10:29:13 PST","Jul-03-23 10:29:13 PDT","Dishes, Feeders & Fountains","177784","","","NEW","","US","744110773668","0744110773668","Does not apply"
"404088982175",3L Cat Water Fountain Auto Recirculate Filtering Cat USB Water Dispenser,Color=Black|Volume=3L|Size=USB,ae70340b-8f1f-4e87-9ba6-1086739b1c90,"10","FIXED_PRICE","USD",40.98,,,,"0",,,,"Jan-03-23 10:29:13 PST","Jul-03-23 10:29:13 PDT","Dishes, Feeders & Fountains","177784","","","NEW","","US","744110773668","0744110773668","Does not apply"
"404088982175",3L Cat Water Fountain Auto Recirculate Filtering Cat USB Water Dispenser,Color=White|Volume=3L|Size=USB,ec905048-623a-40ff-9a6e-ad2aafcac08e,"10","FIXED_PRICE","USD",40.98,,,,"0",,,,"Jan-03-23 10:29:13 PST","Jul-03-23 10:29:13 PDT","Dishes, Feeders & Fountains","177784","","","NEW","","US","744110773668","0744110773668","Does not apply"
"404088982175",3L Cat Water Fountain Auto Recirculate Filtering Cat USB Water Dispenser,Color=6pcs|Volume=3L|Size=USB,7e828536-be32-46d5-b843-9e224d594503,"0","FIXED_PRICE","USD",29.98,,,,"0",,,,"Jan-03-23 10:29:13 PST","Jul-03-23 10:29:13 PDT","Dishes, Feeders & Fountains","177784","","","NEW","","US","744110773668","0744110773668","Does not apply"
"404088985826",Long Dog Leash Pet Leash Outdoor Cat Dog Training Walking Rope 5M/10M/15M,Color=Black;Coffee;Orange|Size=0.8X1000Cm;0.8X500Cm;0.8X1500Cm,fa47429f-a75c-46a9-9aed-11a532457e96,"90","FIXED_PRICE","USD",20.98,,,20.98,"0","","0","","Jan-03-23 10:34:33 PST","Jul-03-23 10:34:33 PDT","Leashes & Head Collars","146247","","","NEW","","US","313052711771","0313052711771","Does not apply"
"404088985826",Long Dog Leash Pet Leash Outdoor Cat Dog Training Walking Rope 5M/10M/15M,Color=Black|Size=0.8X1000Cm,fa47429f-a75c-46a9-9aed-11a532457e96,"10","FIXED_PRICE","USD",20.98,,,,"0",,,,"Jan-03-23 10:34:33 PST","Jul-03-23 10:34:33 PDT","Leashes & Head Collars","146247","","","NEW","","US","313052711771","0313052711771","Does not apply"
"404088985826",Long Dog Leash Pet Leash Outdoor Cat Dog Training Walking Rope 5M/10M/15M,Color=Black|Size=0.8X500Cm,d42312f9-920e-4ce5-bc2f-56afefc74a5e,"10","FIXED_PRICE","USD",17.98,,,,"0",,,,"Jan-03-23 10:34:33 PST","Jul-03-23 10:34:33 PDT","Leashes & Head Collars","146247","","","NEW","","US","313052711771","0313052711771","Does not apply"
"404088985826",Long Dog Leash Pet Leash Outdoor Cat Dog Training Walking Rope 5M/10M/15M,Color=Orange|Size=0.8X500Cm,5e051622-a86f-4ea4-8c4a-33e32fa4ea00,"10","FIXED_PRICE","USD",17.98,,,,"0",,,,"Jan-03-23 10:34:33 PST","Jul-03-23 10:34:33 PDT","Leashes & Head Collars","146247","","","NEW","","US","313052711771","0313052711771","Does not apply"
"404088985826",Long Dog Leash Pet Leash Outdoor Cat Dog Training Walking Rope 5M/10M/15M,Color=Coffee|Size=0.8X1500Cm,eb70074d-a5a9-4f81-9704-286908e9004b,"10","FIXED_PRICE","USD",24.98,,,,"0",,,,"Jan-03-23 10:34:33 PST","Jul-03-23 10:34:33 PDT","Leashes & Head Collars","146247","","","NEW","","US","313052711771","0313052711771","Does not apply"
"404088985826",Long Dog Leash Pet Leash Outdoor Cat Dog Training Walking Rope 5M/10M/15M,Color=Coffee|Size=0.8X1000Cm,13dac3e4-8e56-4626-8c48-21822d3dfa8d,"10","FIXED_PRICE","USD",20.98,,,,"0",,,,"Jan-03-23 10:34:33 PST","Jul-03-23 10:34:33 PDT","Leashes & Head Collars","146247","","","NEW","","US","313052711771","0313052711771","Does not apply"
"404088985826",Long Dog Leash Pet Leash Outdoor Cat Dog Training Walking Rope 5M/10M/15M,Color=Coffee|Size=0.8X500Cm,daa9e622-b938-4bb7-8fc7-c3038238c4b5,"10","FIXED_PRICE","USD",17.98,,,,"0",,,,"Jan-03-23 10:34:33 PST","Jul-03-23 10:34:33 PDT","Leashes & Head Collars","146247","","","NEW","","US","313052711771","0313052711771","Does not apply"
"404088985826",Long Dog Leash Pet Leash Outdoor Cat Dog Training Walking Rope 5M/10M/15M,Color=Orange|Size=0.8X1500Cm,4123ec56-b8a2-416d-ad64-0d7b0319e7e0,"10","FIXED_PRICE","USD",24.98,,,,"0",,,,"Jan-03-23 10:34:33 PST","Jul-03-23 10:34:33 PDT","Leashes & Head Collars","146247","","","NEW","","US","313052711771","0313052711771","Does not apply"
"404088985826",Long Dog Leash Pet Leash Outdoor Cat Dog Training Walking Rope 5M/10M/15M,Color=Orange|Size=0.8X1000Cm,f719d32d-4e31-4a1f-b726-46323655954c,"10","FIXED_PRICE","USD",20.98,,,,"0",,,,"Jan-03-23 10:34:33 PST","Jul-03-23 10:34:33 PDT","Leashes & Head Collars","146247","","","NEW","","US","313052711771","0313052711771","Does not apply"
"404088985826",Long Dog Leash Pet Leash Outdoor Cat Dog Training Walking Rope 5M/10M/15M,Color=Black|Size=0.8X1500Cm,292f1258-2429-4ffb-b789-a0b46ef0ab5e,"10","FIXED_PRICE","USD",24.98,,,,"0",,,,"Jan-03-23 10:34:33 PST","Jul-03-23 10:34:33 PDT","Leashes & Head Collars","146247","","","NEW","","US","313052711771","0313052711771","Does not apply"
"404089024783",100pcs Luminous Wall Stickers Glow In The Dark Stars Stickers For Kids Baby Room,Color=Green;Color mixing;Blue;Pink,None,"40","FIXED_PRICE","USD",13.98,,,13.98,"0","","0","","Jan-03-23 11:08:16 PST","Jul-03-23 11:08:16 PDT","Decals, Stickers & Vinyl Art","159889","","","NEW","","US","711181508222","0711181508222","Does not apply"
