"﻿Some details are not available for inactive listings and campaigns."
""
"Start date","End date","Campaign name","Campaign ID","Campaign start date","Campaign end date","Item ID","Title","Price (Current or Last Price)","Quantity available","Listing start date","Listing end date","Promoted Listings Impressions (via eBay Placements)","Total Promoted Listings Clicks","Total Promoted Listings Sold quantity","Organic Sold Quantity","Total Quantity Sold","Promoted Listings Conversion rate (Promoted Listings Sold quantity/Promoted Listings Clicks)","Promoted Listings Contribution (Promoted Listings Sold quantity/Total Quantity Sold)","Total Promoted Listings Sales","Ad fees","Return on Ad spend (Sales/Ad fees)","Average cost per sale","Promoted Listings Clicks (via eBay placements)","Promoted Listings Clicks (via external placements)","Promoted Listings Sold Quantity (via eBay placements)","Promoted Listings Sold Quantity (via external placements)","Promoted Listings Sales (via eBay placements)","Promoted Listings Sales (via external placements)","Ad fees (via eBay placements)","Ad fees (via external placements)","Promoted Listings Conversion Rate (via eBay placements)","Promoted Listings Conversion Rate (via external placements)","Organic Clicks","Organic Impressions"
"Jun 05, 2023","Jun 06, 2023","Campaign Jan 05 2023, 10:57:11","13452357015","Jan 05, 2023","","404090917599","Microfiber Cleaning Cloth Rag Car Wash Detailing Towel Kitchen Dusting Bathroom","$ 17.98","30","Jan 04, 2023","Jul 04, 2023","6","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","5"
"Jun 05, 2023","Jun 06, 2023","US Campaign Jun 15, 2022 18:15:08","12986415015","Jun 15, 2022","","403868133641","Men's Backpack Multifunctional Waterproof Bags For Male Business Laptop Backpack","$ 23.61","39","Sep 29, 2022","Jul 04, 2023","38","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","8"
"Jun 05, 2023","Jun 06, 2023","Campaign Mar 02 2023, 10:17:32","13581680015","Mar 02, 2023","","404185633275","MEISHENJIE 3 Pairs Natural 3D Mink False Eyelashes Soft Thick Long Extension","$ 12.98","190","Apr 11, 2023","Jul 02, 2023","21","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","2"
"Jun 05, 2023","Jun 06, 2023","Campaign Mar 02 2023, 14:28:22","13582066015","Mar 02, 2023","","404189136360","Matte Black Basin Faucet Deck Mounted Single Lever Waterfall Bathroom Tap Mixer","$ 25.98","50","Mar 04, 2023","Jul 04, 2023","20","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","13"
"Jun 05, 2023","Jun 06, 2023","Campaign Mar 02 2023, 10:17:32","13581680015","Mar 02, 2023","","404185644535","Makeup Brushes Set Pro 5/12/13/14 Pcs for Powder Eye Shadow Blending Eyelash Lip","$ 12.98","190","Mar 02, 2023","Jul 02, 2023","22","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","3"
"Jun 05, 2023","Jun 06, 2023","Campaign Jan 05 2023, 10:57:11","13452357015","Jan 05, 2023","","404092340209","Magnetic Ski Goggles w/ Quick-Change Lens - Anti-Fog Snowboard Goggles - UV400","$ 57.98","160","Jan 05, 2023","Jul 05, 2023","1","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","0"
"Jun 05, 2023","Jun 06, 2023","US Campaign Nov 04 2022, 10:08:39","13302420015","Nov 04, 2022","","404007826352","Magnetic Action Camera Quick Release Bracket For GoPro Hero 11 10 9 8","$ 34.99","10","Nov 20, 2022","Jun 20, 2023","14","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","14"
"Jun 05, 2023","Jun 06, 2023","Campaign Mar 02 2023, 10:17:32","13581680015","Mar 02, 2023","","404185652177","MAANGE 3PCS Microfiber Makeup Remover Towel Reusable Cleaning Pad Face Skin Care","$ 13.98","120","Apr 11, 2023","Jul 02, 2023","42","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","1"
"Jun 05, 2023","Jun 06, 2023","Campaign Jan 03 2023, 11:40:51","13448336015","Jan 03, 2023","","404088985826","Long Dog Leash Pet Leash Outdoor Cat Dog Training Walking Rope 5M/10M/15M","$ 17.98","90","Jan 03, 2023","Jul 03, 2023","23","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","2"
"Jun 05, 2023","Jun 06, 2023","US Campaign Sep 29 2022, 09:19:39","13220607015","Sep 29, 2022","","403938219097","LED Chlidren Night Light Cute Bun Dumpling Cartoon Soft Silicone Night Lamp for ","$ 25.99","10","Oct 13, 2022","Jun 13, 2023","26","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","11"
"Jun 05, 2023","Jun 06, 2023","Campaign Mar 01 2023, 22:31:49","13580451015","Mar 01, 2023","","404172483623","Large Kitchen Drying Mat - Super Absorbent Dish Mat for Quick-Drying - Drain Pad","$ 13.98","120","Apr 04, 2023","Jun 20, 2023","104","1","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","1","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","22"
"Jun 05, 2023","Jun 06, 2023","Campaign Apr 09 2023, 20:31:48","13680635015","Apr 09, 2023","","404238942921","J12 Wireless Lavalier Microphone System Mini Mic iPhone Android Live Broadcast","$ 43.98","40","Apr 09, 2023","Jun 09, 2023","2","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","9"
"Jun 05, 2023","Jun 06, 2023","Campaign Jan 05 2023, 10:57:11","13452357015","Jan 05, 2023","","404092353893","Integrally-Molded Ski Helmet - Lightweight - Safe Snowboard Helmet for All Ages","$ 68.98","130","Jan 05, 2023","Jul 05, 2023","38","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","2"
"Jun 05, 2023","Jun 06, 2023","US Campaign Jun 15, 2022 18:15:08","12986415015","Jun 15, 2022","","403844062873","HTC Rechargeable Electric Men's Hair Trimmer/Clipper For Body Grooming E-Razor","$ 32.98","10","Sep 29, 2022","Jun 20, 2023","20","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","20"
"Jun 05, 2023","Jun 06, 2023","Campaign Feb 07 2023, 09:50:34","13524293015","Feb 07, 2023","","404148053256","High-Grade Leather Keychain  For Sur-Ron Light Bee Lightbee X Electric Off-Road","$ 14.98","10","Feb 06, 2023","Jul 06, 2023","5","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","27"
"Jun 05, 2023","Jun 06, 2023","Campaign Mar 01 2023, 22:31:49","13580451015","Mar 01, 2023","","404184802017","Handlebar Handguards for EXC SX 500-125 Motorcycle Hand Guard Protector","$ 23.98","10","Mar 01, 2023","Jul 01, 2023","16","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","1"
"Jun 05, 2023","Jun 06, 2023","Campaign Mar 01 2023, 22:31:49","13580451015","Mar 01, 2023","","404184798050","Handlebar Handguards for EXC SX 500-125 Motorcycle Hand Guard Protector","$ 23.98","10","Mar 01, 2023","Jul 01, 2023","47","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","3"
"Jun 05, 2023","Jun 06, 2023","Campaign Mar 01 2023, 22:31:49","13580451015","Mar 01, 2023","","404184796646","Handlebar Handguards for EXC SX 500-125 Motorcycle Hand Guard Protector","$ 23.98","10","Mar 01, 2023","Jul 01, 2023","15","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","1"
"Jun 05, 2023","Jun 06, 2023","US Campaign Nov 04 2022, 10:08:39","13302420015","Nov 04, 2022","","404007807730","Handheld RGB Stick Fill Light 20" CRI 95+ 2500K-9000K Photography Studio Light","$ 61.98","10","Nov 20, 2022","Jun 20, 2023","0","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","3"
"Jun 05, 2023","Jun 06, 2023","Campaign Feb 07 2023, 09:50:34","13524293015","Feb 07, 2023","","404124421215","Genuine Leather BMW Keychain Jet-Tag Design For E30 E34 E36 E39 E46 E60 E61 E84","$ 13.98","100","Feb 27, 2023","Jun 24, 2023","21","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","1","7"
"Jun 05, 2023","Jun 06, 2023","Campaign May 30 2023, 21:14:47","13832782015","May 30, 2023","","404312830382","Gas Camping Stove Outdoor Burner Jet Boil Cooker Survival Stove Furnace","$ 27.98","30","May 30, 2023","Jun 30, 2023","431","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","86"
"Jun 05, 2023","Jun 06, 2023","US Campaign Jun 15, 2022 18:15:08","12986415015","Jun 15, 2022","","403849885329","Garden Hose-Powered Snow Foam Washer Gun Car Wash Soap Lance Cannon Sprayer","$ 23.94","8","Sep 29, 2022","Jun 24, 2023","1183","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","2","108"
"Jun 05, 2023","Jun 06, 2023","Campaign Mar 01 2023, 22:31:49","13580451015","Mar 01, 2023","","404184761546","Frame Sliders Crash Protector For YAMAHA MT07 Tracer 700/GT 7 FZ07 Motorcycle","$ 45.98","10","Mar 01, 2023","Jul 01, 2023","23","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","8"
"Jun 05, 2023","Jun 06, 2023","Campaign Jan 20 2023, 14:01:32","13488147015","Jan 20, 2023","","404117480504","Folding Remote Car Key Shell Case for Toyota Corolla RAV4 Camry Avlon Scion","$ 19.98","40","Jan 31, 2023","Jun 20, 2023","0","0","0","","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","","","$ 0.00","","0.00%","0.00%","0",""
"Jun 05, 2023","Jun 06, 2023","Campaign May 30 2023, 10:08:03","13831572015","May 30, 2023","","404311547933","ESP-32S ESP32 WIFI Dual Core CPU Development Board BT Module Ultra-Low Power","$ 13.98","60","May 29, 2023","Jun 29, 2023","48","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","15"
"Jun 05, 2023","Jun 06, 2023","US Campaign Jun 15, 2022 18:15:08","12986415015","Jun 15, 2022","","403864138182","ESD Heat-Resistant Working Mat Soldering Station Mat For Phone Computer Repair","$ 18.35","10","Sep 29, 2022","Jul 02, 2023","14","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","15"
"Jun 05, 2023","Jun 06, 2023","US Campaign Nov 04 2022, 10:08:39","13302420015","Nov 04, 2022","","404008175850","Electric Milk Frother Portable Home Foamer Milk Frother Coffee Foam Maker","$ 19.98","10","Nov 20, 2022","Jun 20, 2023","415","2","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","2","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","113"
"Jun 05, 2023","Jun 06, 2023","Campaign Jan 20 2023, 14:01:32","13488147015","Jan 20, 2023","","404115009836","E-Collar Electric Dog Training Collar Remote Control Dog Collar with Vibration","$ 46.98","30","Jan 18, 2023","Jun 18, 2023","0","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","2"
"Jun 05, 2023","Jun 06, 2023","US Campaign Sep 29 2022, 09:19:39","13220607015","Sep 29, 2022","","403970378761","Digital Multimeter Tester AC DC Volt Ohm Amp Clamp Meter Auto Range LCD Handheld","$ 22.98","10","Oct 31, 2022","Jun 30, 2023","9","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","5"
"Jun 05, 2023","Jun 06, 2023","US Campaign Jun 15, 2022 18:15:08","12986415015","Jun 15, 2022","","403908182206","Digital AC/DC Voltage Detector Test Pen Smart Non-Contact Tester Pen 12-1000V","$ 9.69","30","Sep 29, 2022","Jun 26, 2023","2","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","1"
"Jun 05, 2023","Jun 06, 2023","Campaign Jun 02 2023, 14:45:04","13840767015","Jun 02, 2023","","404316976766","Denim Style Shirt For Men Long Sleeve Shirt Casual Slim Fit Mens Designer Shirt","$ 24.98","100","Jun 02, 2023","Jul 02, 2023","10","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","12"
"Jun 05, 2023","Jun 06, 2023","Campaign Jun 02 2023, 14:45:04","13840767015","Jun 02, 2023","","404316974357","Cotton Polo Shirts Men Casual Solid Color Slim Fit Mens Polo New Summer Fashion","$ 16.98","300","Jun 02, 2023","Jul 02, 2023","9","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","28"
"Jun 05, 2023","Jun 06, 2023","US Campaign Nov 04 2022, 10:08:39","13302420015","Nov 04, 2022","","404008175851","Complete Pour-Over Coffee Kit Pour-Over Coffee Set Kettle Grinder Scale","$ 103.98","10","Nov 20, 2022","Jun 20, 2023","41","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","2","27"
"Jun 05, 2023","Jun 06, 2023","Campaign Jun 05 2023, 22:59:59","13848993015","Jun 05, 2023","","404321441798","Compact Electric Juicer - Portable and Ideal for Fresh Smoothies and Juices","$ 16.98","40","Jun 05, 2023","Jul 05, 2023","13","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","5"
"Jun 05, 2023","Jun 06, 2023","Campaign Jan 03 2023, 12:13:44","13448384015","Jan 03, 2023","","404089038993","Coffee Filter Disposable Coffer Filters Natural Cone U - Shaped Coffee Filter","$ 8.98","50","Jan 30, 2023","Jul 03, 2023","7","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","3"
"Jun 05, 2023","Jun 06, 2023","US Campaign Jun 15, 2022 18:15:08","12986415015","Jun 15, 2022","","403881347258","Carbon Fiber Blocking Slim Money Clip RFID Card Holder Metal Men Wallet Gift","$ 12.99","10","Sep 29, 2022","Jun 11, 2023","4","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","6"
"Jun 05, 2023","Jun 06, 2023","Campaign Jan 05 2023, 10:57:11","13452357015","Jan 05, 2023","","404090954184","Car Window Windshield Cleaning Tool - Microfiber Wiper Cleaner Glass Brush","$ 24.98","20","Mar 02, 2023","Jul 04, 2023","0","0","0","","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","","","$ 0.00","","0.00%","0.00%","0",""
"Jun 05, 2023","Jun 06, 2023","US Campaign Jun 15, 2022 18:15:08","12986415015","Jun 15, 2022","","403868475342","Car Washing Snow Foam Bottle Lance Foam Cannon For High-Pressure Power Washers","$ 19.37","10","Sep 29, 2022","Jul 04, 2023","13","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","24"
"Jun 05, 2023","Jun 06, 2023","Campaign May 30 2023, 20:43:16","13832752015","May 30, 2023","","404312807056","Camping Hammer Stainless Steel Outdoor Tent Peg Stake Mallet with Stake Puller","$ 30.98","50","May 30, 2023","Jun 30, 2023","7","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","9"
"Jun 05, 2023","Jun 06, 2023","US Campaign Jun 15, 2022 18:15:08","12986415015","Jun 15, 2022","","403864101424","Bluetooth Earphones Cleaning Kit For Airpods Earbuds Cleaning Tool","$ 8.15","10","Sep 29, 2022","Jul 02, 2023","0","0","0","","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","","","$ 0.00","","0.00%","0.00%","0",""
"Jun 05, 2023","Jun 06, 2023","US Campaign Jun 15, 2022 18:15:08","12986415015","Jun 15, 2022","","403875520310","Black Motorcycle LED Headlight & Fairing For KTM EXC SXF MX Dirt Bike Supermoto","$ 59.15","4","Sep 29, 2022","Jun 08, 2023","46","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","1","79"
"Jun 05, 2023","Jun 06, 2023","US Campaign Sep 29 2022, 09:19:39","13220607015","Sep 29, 2022","","403973567571","Black Kitchen Square Cabinet Handles Drawer Pull Knobs Stainless Steel 12mm 1/2"","$ 7.98","90","Nov 02, 2022","Jul 02, 2023","24","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","29"
"Jun 05, 2023","Jun 06, 2023","US Campaign Sep 29 2022, 09:19:39","13220607015","Sep 29, 2022","","403947101103","Black Kitchen Faucet Swivel Single Handle Sink Pull Down Sprayer Mixer Tap","$ 65.94","19","Oct 18, 2022","Jun 18, 2023","421","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","2"
"Jun 05, 2023","Jun 06, 2023","Campaign Jun 05 2023, 22:59:59","13848993015","Jun 05, 2023","","404321444880","Auto Sunshade - Car Windshield Protection Parasol, UPE Alloy","$ 15.98","20","Jun 05, 2023","Jul 05, 2023","12","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","9"
"Jun 05, 2023","Jun 06, 2023","Campaign Mar 01 2023, 22:31:49","13580451015","Mar 01, 2023","","404120041699","Autel Maxicom MK808 OBD2 Scanner Car Diagnostic Tool Active Test & Code Reading","$ 496.98","20","Jan 21, 2023","Jun 21, 2023","203","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","34"
"Jun 05, 2023","Jun 06, 2023","Campaign Mar 01 2023, 22:31:49","13580451015","Mar 01, 2023","","404120031869","Autel AP200 Bluetooth OBD2 Scanner - Car Diagnostic Tool Full Systems Scan","$ 88.98","10","Jan 27, 2023","Jun 21, 2023","17","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","7"
"Jun 05, 2023","Jun 06, 2023","US Campaign Sep 29 2022, 09:19:39","13220607015","Sep 29, 2022","","403970378760","ANENG XL830L Digital Multimeter AC DC Voltmeter Ammeter Ohmmeter Volt Tester","$ 13.98","10","Oct 31, 2022","Jun 30, 2023","24","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","7"
"Jun 05, 2023","Jun 06, 2023","Campaign Jan 05 2023, 10:57:11","13452357015","Jan 05, 2023","","404090950199","Accessories Clip Trim Car Push Pin Rivet Bumper Door Panel Retainer Fastener Kit","$ 36.98","10","Jan 04, 2023","Jul 04, 2023","0","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","1"
"Jun 05, 2023","Jun 06, 2023","Campaign Mar 01 2023, 22:31:49","13580451015","Mar 01, 2023","","404172586740","9PCS Auto Detailing Kit Car Wash Cleaning Tools Towels Sponge Gloves Polish Pads","$ 30.98","20","Feb 20, 2023","Jun 20, 2023","18","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","23"
"Jun 05, 2023","Jun 06, 2023","US Campaign Sep 29 2022, 09:19:39","13220607015","Sep 29, 2022","","403973528225","900Miles Green Laser Pointer Pen 532nm Rechargeable 1mw Lazer Battery & Charger","$ 18.98","10","Nov 02, 2022","Jul 02, 2023","39","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","3"
"Jun 05, 2023","Jun 06, 2023","US Campaign Jun 15, 2022 18:15:08","12986415015","Jun 15, 2022","","403853521752","9005/HB3 LED Headlight 20000LM CSP Chip 12v LED 4300K 6500K 8000K Low Beam","$ 18.35","30","Sep 29, 2022","Jun 26, 2023","0","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","2"
"Jun 05, 2023","Jun 06, 2023","US Campaign Jun 15, 2022 18:15:08","12986415015","Jun 15, 2022","","403844114814","7" Professional Pet Grooming Kit Scissors Kit For Professional Pet Groomers","$ 40.22","50","Sep 29, 2022","Jun 21, 2023","26","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","1","11"
"Jun 05, 2023","Jun 06, 2023","US Campaign Jun 15, 2022 18:15:08","12986415015","Jun 15, 2022","","403864121426","6PCS ESD Anti-Static Stainless Steel Precision Tweezers Electronic Tweezer Set","$ 9.17","10","Sep 29, 2022","Jul 02, 2023","14","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","12"
"Jun 05, 2023","Jun 06, 2023","US Campaign Nov 04 2022, 10:08:39","13302420015","Nov 04, 2022","","403984120203","6000K White COB Motorcycle LED Headlight H1 H4 H7 H11 Universal Motorcycle ATV","$ 14.99","40","Nov 08, 2022","Jun 08, 2023","4","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","1"
"Jun 05, 2023","Jun 06, 2023","Campaign Feb 07 2023, 09:50:34","13524293015","Feb 07, 2023","","404119998033","6000K H7 LED Headlight Kit - Super Bright 18000LM White","$ 43.98","10","Jan 21, 2023","Jun 21, 2023","9","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","0"
"Jun 05, 2023","Jun 06, 2023","Campaign Feb 07 2023, 09:50:34","13524293015","Feb 07, 2023","","404119935866","6000/8000K LED Headlight Kit H1 H4 H7 H8 H9 H11 9012 9005 9006 - Canbus Safe","$ 42.98","180","Jan 21, 2023","Jun 21, 2023","7","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","24"
"Jun 05, 2023","Jun 06, 2023","US Campaign Jun 15, 2022 18:15:08","12986415015","Jun 15, 2022","","403856482823","5Pcs Car Detailing Brush Set For Wheels Tire Interior Exterior Leather Air Vents","$ 9.73","10","Sep 29, 2022","Jun 28, 2023","9","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","9"
"Jun 05, 2023","Jun 06, 2023","US Campaign Sep 29 2022, 09:19:39","13220607015","Sep 29, 2022","","403940664449","500ml Glass Oil & Vinegar Dispenser Oil Measuring Bottle Kitchen Diet Meal Prep","$ 19.99","10","Oct 14, 2022","Jun 14, 2023","8","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","3"
"Jun 05, 2023","Jun 06, 2023","US Campaign Jun 15, 2022 18:15:08","12986415015","Jun 15, 2022","","403856495796","4PCS Universal LED Motorcycle Blinker Turn Signal Light 12v IP68 Waterproof","$ 14.27","10","Sep 29, 2022","Jun 28, 2023","14","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","2"
"Jun 05, 2023","Jun 06, 2023","Campaign May 30 2023, 10:08:03","13831572015","May 30, 2023","","404311563827","4G LTE Wireless USB Dongle 150Mbps Modem Stick 4G Sim Card Wireless Wifi Adapter","$ 18.98","30","May 30, 2023","Jun 29, 2023","43","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","37"
"Jun 05, 2023","Jun 06, 2023","Campaign May 30 2023, 20:43:16","13832752015","May 30, 2023","","404312788222","3PCS Portable Outdoor Camping Foldable Stainless Steel Cutlery Tableware Set","$ 13.98","10","May 30, 2023","Jun 30, 2023","21","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","7"
"Jun 05, 2023","Jun 06, 2023","Campaign Jan 03 2023, 11:40:51","13448336015","Jan 03, 2023","","404088982175","3L Cat Water Fountain Auto Recirculate Filtering Cat USB Water Dispenser","$ 40.98","20","Feb 03, 2023","Jul 03, 2023","3","0","0","0","0","0.00%","0.00%","$ 0.00","$ 0.00","0.00","$ 0.00","0","0","0","","$ 0.00","","$ 0.00","","0.00%","0.00%","0","0"
